ITEM_ID	SCREEN_ID	ITEM_CD	DICT_ID	ITEM_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	DISPLAY_REQUIRED
1567	275	printServiceStatus	71		1	1		1	1
1568	275	register	710		1	1		0	1
1569	276	printServiceNm	68		1	1		0	1
1570	276	terminalNm	69		1	1		0	1
1571	276	macAddress	3348		1	1		0	1
1572	276	printerGroupId	70		1	1		0	1
1573	276	printServiceStatus	71		1	1		0	1
1574	276	printServiceListGrid	51	grid	1	1		0	1
1575	276	search	731		1	1		0	1
1576	276	update	692		1	1		0	1
1577	276	remove	805		1	1		0	1
1578	277	propertyNm	1063		1	1		0	1
1579	277	propertyComment	3327		1	1		0	1
1580	277	search	731		1	1		0	1
1581	277	excelOutput	719		1	1		0	1
1582	277	propertyList	151	grid	1	1		0	1
1583	277	addRow	708		1	1		0	1
1584	277	removeRow	709		1	1		0	1
1585	277	register	710		1	1		0	1
1586	278	reportCd	518		1	1		0	1
1587	278	reportNm	525		1	1		0	1
1588	278	reportLayoutNm	524		1	1		0	1
1589	278	reportLayout	8		1	1		0	1
1590	278	addRow	708		1	1		0	1
1591	278	removeRow	709		1	1		0	1
1592	278	register	710		1	1		0	1
1593	278	reportLayoutEdit	2218	grid	1	1		0	1
1594	278	updatable	72		1	1		1	1
1595	278	attribute1	73		1	1		0	1
1596	278	attribute2	74		1	1		0	1
1597	278	attribute3	75		1	1		0	1
1598	278	attribute4	76		1	1		0	1
1599	278	attribute5	77		1	1		0	1
1600	278	printerGroupId	70		1	1		0	1
1601	278	printerId	4		1	1		0	1
1602	278	printerAttributeId	78		1	1		0	1
1603	278	printNum	5		1	1		0	1
1604	278	sheetCollate	603		1	1		0	1
1605	278	autoPrintTargetFlg	102		1	1		1	1
1606	279	reportCd	518		1	1		0	1
1607	279	reportNm	525		1	1		0	1
1608	279	reportLayoutNm	524		1	1		0	1
1609	279	reportLayout	8		1	1		0	1
1610	279	updatable	72		1	1		1	1
1611	279	attribute1	73		1	1		0	1
1612	279	attribute2	74		1	1		0	1
1613	279	attribute3	75		1	1		0	1
1614	279	attribute4	76		1	1		0	1
1615	279	attribute5	77		1	1		0	1
1616	279	printerGroupId	70		1	1		0	1
1617	279	printerId	4		1	1		0	1
1618	279	printerAttributeId	78		1	1		0	1
1619	279	printNum	5		1	1		0	1
1620	279	sheetCollate	603		1	1		0	1
1621	279	autoPrintTargetFlg	102		1	1		1	1
1622	279	delFlg	388		1	1		1	1
1623	279	reportLayoutEdit	2218	grid	1	1		0	1
1624	279	addRow	708		1	1		0	1
1625	279	removeRow	709		1	1		0	1
1626	279	register	710		1	1		0	1
1627	280	reportCd	1258		1	1		0	1
1628	280	search	731		1	1		0	1
1629	280	reportLayoutList	2217	grid	1	1		0	1
1630	280	copy	1558		1	1		0	1
1631	280	register	691		1	1		0	1
1632	280	update	692		1	1		0	1
1633	280	subRepUpdate	1259		1	1		0	1
1634	280	downloadLayout	1243		1	1		0	1
1635	280	delete	805		1	1		0	1
1636	281	selReportId	11		1	1		1	1
1637	281	reportLayoutNm	524		1	1		1	1
1638	281	layoutUpload	12		1	1		0	1
1639	281	subrepUpload	13		1	1		0	1
1640	281	register	710		1	1		0	1
1641	282	reportCd	518		1	1		0	1
1642	282	reportNm	149		1	1		0	1
1643	282	search	731		1	1		0	1
1644	282	excelOutput	719		1	1		0	1
1645	282	reportList	148	grid	1	1		0	1
1646	282	addRow	708		1	1		0	1
1647	282	removeRow	709		1	1		0	1
1648	282	reportLayoutList	152		1	1		0	1
1649	282	register	710		1	1		0	1
1650	283	roleGrpCd	1021		1	1		1	1
1651	283	roleGrpNm	1022		1	1		1	1
1652	283	roleControlClass	142		1	1		1	1
1653	283	roleGrpEdit	129	grid	1	1		0	1
1654	283	register	710		1	1		0	1
1655	284	roleGrpCd	1021		1	1		0	1
1656	284	dictName	1022		1	1		0	1
1657	284	roleControlClass	142		1	1		0	1
1658	284	roleGrpList	130	grid	1	1		0	1
1659	284	search	731		1	1		0	1
1660	284	delete	805		1	1		0	1
1661	284	register	691		1	1		0	1
1662	284	update	692		1	1		0	1
1663	284	excelOutput	719		1	1		0	1
1664	284	copy	1558		1	1		0	1
1665	285	roleCd	1069		1	1		0	1
1666	285	roleNm	341		1	1		0	1
1667	285	search	731		1	1		0	1
1668	285	roleList	132	grid	1	1		0	1
1669	285	register	691		1	1		0	1
1670	285	updateScreen	1079		1	1		0	1
1671	285	delete	805		1	1		0	1
1672	285	updateItem	1080		1	1		0	1
1673	285	updateScreenColRole	1081		1	1		0	1
