SCREEN_ID	SCREEN_CD	DICT_ID	SYSTEM_TYPE
103	ReceiveInspectionLotLimitDtHT	2851	wms_ht
104	ReceiveInspectionQtyHT	2678	wms_ht
105	ReceiveInspectionSendHT	2854	wms_ht
106	ReceiveInspectionSendLimitDtHT	2846	wms_ht
107	ReceiveInspectionSendProductHT	2843	wms_ht
108	ReceiveInspectionSendQtyHT	2855	wms_ht
109	ReceiveInspectionSendWorkNoHT	2856	wms_ht
110	ReceiveInspectionWorkNoHT	2857	wms_ht
111	ReceiveNoPlanInspectionCancelHT	2829	wms_ht
112	ReceiveNoPlanInspectionDepositSelectHT	2803	wms_ht
113	ReceiveNoPlanInspectionEndHT	1120	wms_ht
114	ReceiveNoPlanInspectionHT	2659	wms_ht
115	ReceiveNoPlanInspectionJanHT	2831	wms_ht
116	ReceiveNoPlanInspectionKbnHT	2836	wms_ht
117	ReceiveNoPlanInspectionLabelHT	2837	wms_ht
118	ReceiveNoPlanInspectionLabelInputHT	2838	wms_ht
119	ReceiveNoPlanInspectionLimitDtHT	2839	wms_ht
120	ReceiveNoPlanInspectionListHT	2840	wms_ht
121	ReceiveNoPlanInspectionLocHT	2841	wms_ht
122	ReceiveNoPlanInspectionLotHT	2839	wms_ht
123	ReceiveNoPlanInspectionLotLimitDtHT	2839	wms_ht
124	ReceiveNoPlanInspectionProcessTypeSelectHT	2842	wms_ht
125	ReceiveNoPlanInspectionProductHT	2843	wms_ht
126	ReceiveNoPlanInspectionQtyHT	2844	wms_ht
127	ReceiveNoPlanInspectionSendHT	2845	wms_ht
128	ReceiveNoPlanInspectionSendLimitDtHT	2846	wms_ht
129	ReceiveNoPlanInspectionStockTypeSelectHT	2653	wms_ht
130	ReceiveNoPlanInspectionSupplierHT	2847	wms_ht
131	ReceiveNoPlanInspectionSupplierSelectHT	2848	wms_ht
132	ReceiveNoPlanInspectionWorkNoHT	2849	wms_ht
133	ReceivePalletizeInspectionSymbolPaste	3370	wms_ht
134	ReceiveStoreCancelHT	2813	wms_ht
135	ReceiveStoreHT	1740	wms_ht
136	ReceiveStoreJanCdHT	2815	wms_ht
137	ReceiveStoreKariLocHT	2816	wms_ht
138	ReceiveStoreLabelNoHT	2817	wms_ht
139	ReceiveStoreLimitDtHT	2818	wms_ht
140	ReceiveStoreListHT	2819	wms_ht
141	ReceiveStoreLocHT	2822	wms_ht
142	ReceiveStoreLotHT	2818	wms_ht
143	ReceiveStoreLotLimitDtHT	2818	wms_ht
144	ReceiveStorePalletNumberBarcode	1740	wms_ht
145	ReceiveStoreQtyHT	2823	wms_ht
146	ReceiveStoreSelectHT	2824	wms_ht
147	ReceiveStoreSendHT	2825	wms_ht
148	ReplenishOrderPickingReplenishStockTransferListInput	3381	wms_ht
149	SerialReceiveInspectionCancelHT	2866	wms_ht
150	SerialReceiveInspectionEndHT	1120	wms_ht
151	SerialReceiveInspectionHT	2661	wms_ht
152	SerialReceiveInspectionJanCdHT	2867	wms_ht
153	SerialReceiveInspectionRangeHT	2868	wms_ht
154	SerialReceiveInspectionSelectSupplierCdHT	2848	wms_ht
155	SerialReceiveInspectionSendHT	2869	wms_ht
156	SerialReceiveInspectionSerialNoCancelHT	2757	wms_ht
157	SerialReceiveInspectionSerialNoHT	2870	wms_ht
158	SerialReceiveInspectionWorkNoHT	2865	wms_ht
159	SerialShippingInspectionCancelHT	2753	wms_ht
160	SerialShippingInspectionHT	2662	wms_ht
161	SerialShippingInspectionJanCdHT	2754	wms_ht
162	SerialShippingInspectionRangeHT	2755	wms_ht
163	SerialShippingInspectionSendHT	2756	wms_ht
164	SerialShippingInspectionSerialNoCancelHT	2757	wms_ht
165	SerialShippingInspectionSerialNoHT	2758	wms_ht
166	SerialShippingInspectionSupplierSelectHT	2759	wms_ht
167	SerialShippingInspectionWorkNoHT	2760	wms_ht
168	ShippingCasePickingCancelHT	2727	wms_ht
169	ShippingCasePickingHT	2575	wms_ht
170	ShippingCasePickingJanCdHT	2723	wms_ht
171	ShippingCasePickingListHT	2726	wms_ht
172	ShippingCasePickingNoHT	2722	wms_ht
173	ShippingCasePickingQtyHT	2725	wms_ht
174	ShippingCasePickingStoreLabelNoHT	2724	wms_ht
175	ShippingLoadingInspectionCancelHT	2732	wms_ht
176	ShippingLoadingInspectionConfirmHT	2729	wms_ht
177	ShippingLoadingInspectionDeliveryCourseSelectHT	2731	wms_ht
178	ShippingLoadingInspectionHT	2660	wms_ht
179	ShippingLoadingInspectionListHT	2730	wms_ht
180	ShippingLoadingInspectionNoHT	2733	wms_ht
181	ShippingLoadingInspectionShippingLoadingListShippingInstKey	2660	wms_ht
182	ShippingNoPackingBoxHT	2746	wms_ht
183	ShippingNoPackingCancelHT	2747	wms_ht
184	ShippingNoPackingCommonDialogHT	1120	wms_ht
185	ShippingNoPackingHT	867	wms_ht
186	ShippingNoPackingJanCdHT	2748	wms_ht
187	ShippingNoPackingListHT	2749	wms_ht
188	ShippingNoPackingQtyHT	2750	wms_ht
189	ShippingNoPackingSendHT	2751	wms_ht
190	ShippingNoPackingWorkNoHT	2752	wms_ht
191	ShippingPickingCancelHT	2772	wms_ht
192	ShippingPickingHT	2553	wms_ht
193	ShippingPickingListHT	2771	wms_ht
194	ShippingPickingProductCancelHT	2772	wms_ht
195	ShippingPickingProductHT	2553	wms_ht
196	ShippingPickingProductJanCdHT	2773	wms_ht
197	ShippingPickingProductListHT	2771	wms_ht
198	ShippingPickingProductQtyHT	2770	wms_ht
199	ShippingPickingProductWorkNoHT	2767	wms_ht
200	ShippingPickingQtyHT	2770	wms_ht
201	ShippingPickingSendHT	2769	wms_ht
