CLASS_DTL_ID	CLASS_ID	CLASS_DTL_CD	DICT_ID	VIEW_ORDER	DEFAULT_FLG
2277	370	02	4761	3	0
2278	371	0	4762	1	0
2279	371	1	4763	2	0
2280	371	2	4764	3	0
2281	372	0	4765	1	0
2282	372	1	4766	2	0
2283	373	0	4765	1	0
2284	373	1	4767	2	0
2285	374	CART	4768	1	0
2286	374	CS	4769	2	0
2287	374	FORK	4770	3	0
2288	374	NSRAK	4771	4	0
2289	374	PIECE	4772	5	0
2290	374	PLRAK	4773	6	0
2291	374	UPPER	4774	7	0
2292	374	ZN	724	8	0
2293	375	STD	1733	1	0
2294	375	RETUN	4775	2	0
2295	375	RGET	4776	3	0
2296	375	RPAIR	4777	4	0
2297	375	MVIN	4778	5	0
2298	375	ETC	2002	6	0
2299	375	PDMVI	4779	7	0
2300	376	A12	4780	1	0
2301	376	A15	4781	2	0
2302	376	B	4782	3	0
2303	376	C	4783	4	0
2304	376	CASE	4784	5	0
2305	376	D	4785	6	0
2306	376	E	4786	7	0
2307	376	F	4787	8	0
2308	376	FULLP	4788	9	0
2309	376	G	4789	10	0
2310	376	PALET	4790	11	0
2311	376	PIECE	4791	12	0
2312	377	0	4792	1	0
2313	377	1	4793	2	0
2314	378	0	4794	1	0
2315	378	1	4758	2	0
2316	378	2	4795	3	0
2317	379	0	4796	1	0
2318	379	1	4343	2	0
2319	380	0	4797	1	0
2320	380	1	4798	2	0
2321	380	2	4799	3	0
2322	381	0	4800	1	0
2323	381	1	4801	2	0
2324	382	D	4802	1	0
2325	383	0	4803	1	0
2326	383	1	4804	2	0
2327	384	0	2307	1	0
2328	384	1	2306	2	0
2329	385	0	1907	1	0
2330	385	1	4805	2	0
2331	385	2	4806	3	0
2332	385	3	4807	4	0
2333	385	4	4808	5	0
2334	385	5	4809	6	0
2335	385	6	4810	7	0
2336	386	1	3517	1	0
2337	386	2	3515	2	0
2338	386	3	4811	3	0
2339	386	4	4617	4	0
2340	386	5	3521	5	0
2341	386	9	4618	6	0
2342	386	99	4812	7	0
2343	387	1	3517	1	0
2344	387	2	3515	2	0
2345	387	5	3521	3	0
2346	388	0	4813	1	0
2347	388	1	4814	2	0
2348	388	2	4815	3	0
2349	388	3	4816	4	0
2350	388	4	4807	5	0
2351	388	9	4817	6	0
2352	389	0	4792	1	0
2353	389	1	4818	2	0
2354	390	0	4819	1	0
2355	390	9	4759	2	0
2356	391	HK001L01	28	1	0
2357	391	HK003L01	4340	2	0
2358	391	HN002L01	3783	3	0
2359	391	HN002L02	3783	4	0
2360	391	HN003L01	4341	5	0
2361	391	HN003L02	4341	6	0
2362	391	HN001L01	1740	7	0
