メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
shippingTagDataOutputFileNameSgwInformation	info	wms	ja-JP	佐川送り状データ	SAGAWA									
shippingTagDataOutputFileNameYmtInformation	info	wms	ja-JP	ヤマト送り状データ	YAMATO									
shippingTagDataOutputFileNameYupkInformation	info	wms	ja-JP	ゆうパック送り状データ	YOUPACK									
shippingUpdateComplete	info	wms	ja-JP	出荷実績訂正が完了しました。[0]	完了									
shippingUpdateCompleteChangePacking	info	wms	ja-JP	梱包数に変更があります。梱包明細修正にて梱包内容を修正して下さい。	完了									
shippingUpdateCompleteReprintReport	info	wms	ja-JP	次の帳票またはデータを再出力して下さい。([0])	完了									
shippingUpdateSameStockNotInputStoreDtError	error	wms	ja-JP	同一預託・在庫区分・ロケーション・ロット・期限日・入庫ラベルNo.を入力時は、入庫日を入力して下さい。	同一在庫入力時、入庫日必須									
shippingUpdateSameStockNotInputStoreDtOrStoreNoError	error	wms	ja-JP	同一預託・在庫区分・ロケーション・ロット・期限日を入力時は、入庫日または入庫ラベルNo.を入力して下さい。	同一在庫入力時、入庫日必須									
shippingUpdateSameStockNotInputStoreNoError	error	wms	ja-JP	同一預託・在庫区分・ロケーション・ロット・期限日・入庫日を入力時は、入庫ラベルNo.を入力して下さい。	同一在庫入力時、入庫ラベルNo必須									
singleRowPickingTargetError	error	wms	ja-JP	単行ピッキング対象です。単行出荷検品から検品を行ってください。										
singleRowShippingInspectExistsInspectedProductWarn	warn	wms	ja-JP	検品済の銘柄があります。検品済数を確認して下さい。	検品済銘柄有									
singleRowShippingInspectExistsShippingStopCustomerWarn	warn	wms	ja-JP	出荷停止の取引先が含まれていましたので検品対象から除外しました。出荷可能な取引先のみ検品して下さい。	出荷停止取引先有									
singleRowShippingInspectOtherPickingGroupNoError	error	wms	ja-JP	他のピッキンググループNo.([0])を検品中です。先に検品中のピッキンググループNo.を検品して下さい。	検品中ピッキンググループNo.有									
singleRowShippingInspectOtherProductError	error	wms	ja-JP	他の銘柄([0])を検品中です。先に検品中の銘柄を検品して下さい。	検品中銘柄有									
singleRowShippingInspectOtherTempNoError	error	wms	ja-JP	他の仮置きNo.([0])を検品中です。先に検品中の仮置きNo.を検品して下さい。	検品中仮置きNo.有									
singleRowShippingInspectOtherWarehouseError	error	wms	ja-JP	他の倉庫([0])を検品中です。先に検品中の倉庫を検品して下さい。	検品中倉庫有									
singleRowShippingInspectOtherZoneError	error	wms	ja-JP	他のゾーン([0])を検品中です。先に検品中のゾーンを検品して下さい。	検品中ゾーン有									
slipNoDuplicateError	error	wms	ja-JP	同一伝票の明細データが、他の行で入力されています。	重複									
spareNum1BulkCheckInputIntegerLengthError	error	wms	ja-JP	予備項目１（数値）は整数7桁以内を入力して下さい。	整数7桁以内									
spareNum1CheckInputDecimalMaxError	error	wms	ja-JP	予備項目１（数値）は小数3桁以内で入力してください。										
spareNum1CheckInputMinError	error	wms	ja-JP	予備項目１（数値）は0以上を入力してください。										
spareNum1CheckNumericOnlyError	error	wms	ja-JP	予備項目１（数値） 数値のみ	数値のみ									
spareNum2BulkCheckInputIntegerLengthError	error	wms	ja-JP	予備項目２（数値）は整数7桁以内を入力して下さい。	整数7桁以内									
spareNum2CheckInputDecimalMaxError	error	wms	ja-JP	予備項目２（数値）は小数3桁以内で入力してください。										
spareNum2CheckInputMinError	error	wms	ja-JP	予備項目２（数値）は0以上を入力してください。										
spareNum2CheckNumericOnlyError	error	wms	ja-JP	予備項目２（数値） 数値のみ	数値のみ									
spareNum3BulkCheckInputIntegerLengthError	error	wms	ja-JP	予備項目３（数値）は整数7桁以内を入力して下さい。	整数7桁以内									
spareNum3CheckInputDecimalMaxError	error	wms	ja-JP	予備項目３（数値）は小数3桁以内で入力してください。										
spareNum3CheckInputMinError	error	wms	ja-JP	予備項目３（数値）は0以上を入力してください。										
spareNum3CheckNumericOnlyError	error	wms	ja-JP	予備項目３（数値） 数値のみ	数値のみ									
spareStr1CheckInputMaxError	error	wms	ja-JP	予備項目１（文字列）は最大200文字以下で入力してください。										
spareStr2CheckInputMaxError	error	wms	ja-JP	予備項目２（文字列）は最大200文字以下で入力してください。										
spareStr3CheckInputMaxError	error	wms	ja-JP	予備項目３（文字列）は最大200文字以下で入力してください。										
standardBoxCannotDeleteError	error	wms	ja-JP	標準箱に設定されているため、削除できません。	削除不可									
standardBoxChangeConfirmation	confirm	wms	ja-JP	標準箱の設定を変更します。宜しいですか？	変更確認									
standerdBoxCannotSelectDeletedError	error	wms	ja-JP	削除された箱は標準箱に設定出来ません。	選択不可									
startTimeInputRequestBeforeEndTimeError	error	wms	ja-JP	開始時間を終了時間前の時点に設定しなければなりません。	終了時間前の時点に設定									
stockAdjustmentCannotExecuteCompletedError	error	wms	ja-JP	確定済のデータは在庫調整できません。	実行不可									
stockAdjustmentCannotExecuteNotRegisteredError	error	wms	ja-JP	登録されていないデータは在庫調整できません。	実行不可									
stockAdjustmentCannotExecuteResultQtyNotRegisteredError	error	wms	ja-JP	棚卸数量が未登録のため在庫調整できません。	実行不可									
stockAdjustmentCannotExecuteStockCountDataChangedError	error	wms	ja-JP	棚卸データ作成時より在庫に変更がある為、調整できません。	実行不可									
stockAdjustmentCannotExecuteStockDataExistsError	error	wms	ja-JP	既に在庫が存在しています。	在庫存在									
stockAdjustmentCannotExecuteStockQtyChangedInformation	info	wms	ja-JP	棚卸データ作成時より在庫に変更がある為、調整できません。詳細は運用管理情報で確認して下さい。	実行不可情報									
stockAdjustmentCannotExecuteStockShortageError	error	wms	ja-JP	在庫数が不足の為、調整できません。	実行不可									
stockAdjustmentCannotExecuteStoreNoExistsError	error	wms	ja-JP	既に存在する入庫ラベルNoです。	入庫ラベルNo存在									
stockAdjustmentCannotRegisterLotLimitDtFlgChangedError	error	wms	ja-JP	ロット管理フラグまたは期限日管理フラグが変更された為、在庫調整できません。	ロット管理フラグ、期限日管理フラグ変更有									
stockAdjustmentCannotRegisterMergeByNewStoreLabelError	error	wms	ja-JP	マージ先の在庫があるため、新しい入庫ラベルNoの指定はできません。	登録不可									
stockAdjustmentExecuteConfirmation	confirm	wms	ja-JP	在庫調整を行いますが、宜しいですか？	実行確認									
stockAdjustmentInputStockInformationError	error	wms	ja-JP	調整数量項目の入力内容に誤りがあります。	入力内容不正									
stockAdjustmentQtyCannotInputMoreThanBeforeError	error	wms	ja-JP	調整数量が調整前数量を超えています。	調整前数量超え入力不可									
stockCannotExecuteSetReplenishDataError	error	wms	ja-JP	移動、セット品、定期補充、緊急補充データ以外に対して、処理はできません。	処理不可									
stockCannotSpecifyError	error	wms	ja-JP	在庫を特定できません。指定ロケーションに複数の在庫が存在します。	在庫特定不可									
stockClassCheckInputMaxError	error	wms	ja-JP	在庫区分は最大30文字以下を入力して下さい。	最大30文字以下									
stockClassNotInputError	error	wms	ja-JP	在庫区分を入力して下さい。	未入力									
stockCountBulkUpdateCompleteInformation	info	wms	ja-JP	棚卸在庫一括更新終了	完了情報									
stockCountBulkUpdateExecuteInformation	info	wms	ja-JP	棚卸在庫一括更新	実行情報									
stockCountBulkUpdateParameterInformation	info	wms	ja-JP	銘柄CD：[1] ,銘柄名称：[2] ,ロット：[3] ,期限日：[4] ,ロケーション：[5] ,棚卸前在庫数[6] ,棚卸数量：[7] ,棚卸差異数：[8]	パラメータ情報									
stockCountBulkUpdateResultTransactionInformation	info	wms	ja-JP	処理件数：[1]件 ,更新件数：[2]件 ,エラー件数：[3]件	処理件数情報									
stockCountBulkUpdateStartInformation	info	wms	ja-JP	棚卸在庫一括更新開始	開始情報									
stockCountCreateCompleteContainedIntransitInformation	info	wms	ja-JP	作業中または引当済の在庫が存在しています。棚卸データを作成して宜しいですか？	完了情報									
stockCountCreateCompleteInformation	info	wms	ja-JP	棚卸データ作成終了	完了情報									
stockCountCreateConditionInformation	info	wms	ja-JP	棚卸データ抽出条件	抽出条件情報									
stockCountCreateExecuteIncludedCompletedConfirmation	confirm	wms	ja-JP	確定済のデータが含まれています。処理を行いますか？	実行確認									
stockCountCreateExecuteInformation	info	wms	ja-JP	ロケーション：[1] ,銘柄CD：[2] ,銘柄名称：[3] ,ロット：[4] ,期限日：[5] ,引当可能数：[6] ,未確定数：[7] ,作業／積送中数：[8]	実行情報									
stockCountCreateExecuteOverwriteConfirmation	confirm	wms	ja-JP	既に棚卸入力されたデータがあります。データを上書きしてよろしいですか？										
stockCountCreateFailedInformation	info	wms	ja-JP	棚卸データを作成できません。（積送中、引当済の在庫あり。）	失敗情報									
stockCountCreateParameterInformation	info	wms	ja-JP	棚卸日：[1] ,在庫区分：[2] ,ロケーション：[3]～[4] ,ゾーン：[5] ,当日受払のみ：[6] ,在庫数＞0のみ：[7]	パラメータ情報									
stockCountCreateResultContainedIntransitInformation	info	wms	ja-JP	作業／積送中または未確定数の在庫件数：[1]	結果情報									
stockCountCreateResultInformation	info	wms	ja-JP	棚卸データ作成	結果情報									
stockCountCreateResultTransactionInformation	info	wms	ja-JP	追加件数：[1]件 ,更新件数：[2]件	処理件数情報									
stockCountCreateStartInformation	info	wms	ja-JP	棚卸データ作成開始	開始情報									
stockCountDataCheckExecuteInformation	info	wms	ja-JP	棚卸データチェック	実行情報									
stockCountDataFoundError	error	wms	ja-JP	棚卸データが既に存在します。	存在									
stockCountDeleteCompleteContainedIntransitInformation	info	wms	ja-JP	作業中または引当済の在庫が存在しています。棚卸データを削除して宜しいですか？	完了情報									
stockCountDeleteCompleteInformation	info	wms	ja-JP	棚卸データ削除終了	完了情報									
stockCountDeleteExecuteDeleteConfirmation	confirm	wms	ja-JP	既に棚卸入力されたデータがあります。データを削除してよろしいですか？										
stockDataCannotChangeMovingError	error	wms	ja-JP	指定された入庫ラベルNo.は移動中の為、指定できません。	移動中変更不可									
stockDataFoundError	error	wms	ja-JP	在庫データが既に存在します、処理できません。	在庫データ存在									
stockDataFoundLocationStoreNoError	error	wms	ja-JP	在庫更新で同じ入庫ラベルNo.、ロケーションの現品が存在しています、在庫情報を確認して下さい。	現品存在									
stockDataPluralFoundError	error	wms	ja-JP	複数の在庫情報(入庫ラベルNo)がある為、処理できません。	複数存在									
stockInputCannotRegisterStockInoutExistedError	error	wms	ja-JP	入出荷データが存在する為、移行できない。	入出荷データ存在									
stockInputCommentCheckInputMaxError	error	wms	ja-JP	備考は最大[0]文字以下を入力して下さい。	最大[0]文字以下									
stockInputProgramNameInputWorkInformation	info	wms	ja-JP	在庫データ取込（ワーク取込）	プログラム名称情報									
stockInputProgramNameRegisterInformation	info	wms	ja-JP	在庫データ取込（データ移行）	プログラム名称情報									
stockMoveCannotExecuteStockShortageError	error	wms	ja-JP	在庫数が不足している為、移動できません。	在庫数以下を入力									
stockMoveDataCannotSelectDifferentProcessTypeError	error	wms	ja-JP	処理区分を統一してください。	処理不可									
stockMoveListDataCannotSelectDifferentProcessTypeError	error	wms	ja-JP	処理区分が同一のデータのみ選択してください。	完了不可									
stockMoveListEmergencyReplenishLink	info	wms	ja-JP	<a href="#wms/stock/StockMoveList?mode=3&amp;centerCd=[0]&amp;clientCd=[1]&amp;processTypeCd=33"><b><u>在庫移動一覧</b></u></a>										
stockMoveListReplenishLink	info	wms	ja-JP	<a href="#wms/stock/StockMoveList?mode=3&amp;centerCd=[0]&amp;clientCd=[1]&amp;processTypeCd=32"><b><u>在庫移動一覧</b></u></a>										
stockMoveRegisterReplenishDataOverwriteConfirmation	confirm	wms	ja-JP	移動先ロケーションに他銘柄の補充設定がされています。上書きしてしまいますがよろしいですか？	補充設定上書き確認									
stockMoveRemarksInformation	info	wms	ja-JP	棚卸差異調整	棚卸差異調整									
stockOutLocationCodeNotFoundInLocationMasterError	error	wms	ja-JP	欠品棚CDはロケーションマスタに存在しません。	未存在									
stockOutWarehouseCodeNotFoundInWarehouseMasterError	error	wms	ja-JP	欠品倉庫CDは倉庫マスタに存在しません。	未存在									
stockRegisterNewCauseStoreLabelUsedInformation	info	wms	ja-JP	正常に更新されました。銘柄内容が異なるため新しい入庫ラベルNo.で登録された銘柄があります。	更新完了									
stockResultCannotCancelStockShortageError	error	wms	ja-JP	入荷したロケーションの在庫が不足している為、登録できません。入荷した時の在庫数に戻してから登録してください。	登録不可									
stockResultRegisterLimitDateOverInformation	info	wms	ja-JP	入荷可能な期限日を過ぎている銘柄がありますが、このまま続行しても宜しいですか？	登録情報									
stockTypeCdNotFoundError	error	wms	ja-JP	在庫区分CDは在庫区分マスタに存在しません。	未存在									
stockTypeCdNotInputError	error	wms	ja-JP	在庫区分CDを入力して下さい。	未入力									
stockTypeCodeCannotDeleteInProcessTypeMasterError	error	wms	ja-JP	処理区分マスタに登録されている在庫区分CDは削除できません。	削除不可									
stockTypeCodeDuplicateError	error	wms	ja-JP	在庫区分CDが重複しています。	重複									
stockTypeUnmatchInClientReceiveNoOnBulkError	error	wms	ja-JP	同一の顧客入荷指示No、仕入先内で在庫区分が不一致です。	顧客入荷指示No.内不一致									
storeItemUnmatchError	error	wms	ja-JP	ロケ、ロット、在庫区分、預託、期限日、仕入先が在庫と不一致です。確認して下さい。	ロケ、ロット、在庫区分、預託、期限日、仕入先が在庫と不一致									
storeLabelNoCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	入庫ラベルNO 英数字と-のみ	英数字と-のみ									
storeLabelNoCheckInputMaxError	error	wms	ja-JP	入庫ラベルNOは最大[0]文字以下を入力して下さい。	最大[0]文字以下									
storeLabelPrintError	error	wms	ja-JP	入庫ラベルの発行に失敗しました。	ラベル発行失敗									
storeResultCannnotRegisterNotFoundTransitPickingDataError	error	wms	ja-JP	拠点間移動の移動元出庫データが存在しません。履歴に移動されたか削除されています。	移動元出庫データ未存在									
storeResultCannotCancelNoInputError	error	wms	ja-JP	実績が無いデータは取消できません。	登録不可									
storeResultCannotRegisterUnitNumChangedError	error	wms	ja-JP	入数が異なる為、入庫できません。（銘柄CD：[0] , ロケーションCD：[1]）入数が異なる銘柄は違うロケーションに入庫して下さい。	入数不一致									
structureCannotInputAnotherParentProductError	error	wms	ja-JP	構成品が別の親銘柄に使用済みです。	別の親銘柄に使用済									
structureCodeDuplicateError	error	wms	ja-JP	構成品CDが重複しています。	重複									
structureLocationLotLimitDtDuplicateError	error	wms	ja-JP	構成品、ロケーション、期限日、ロットが重複しています。	重複									
structurePartStockNotFoundError	error	wms	ja-JP	構成品：[0]の在庫が存在しません。	在庫未存在									
structureStockNotFoundError	error	wms	ja-JP	構成品の在庫が存在しません。	在庫未存在									
summaryLineCannotCopyError	error	wms	ja-JP	集計行を複製することは出来ません。	コピー不可									
supplementNoInputError	error	wms	ja-JP	補充銘柄CD、補充点荷姿CD、補充点、最大格納数銘柄荷姿CD、最大格納数いずれ入力ある場合、補充の項目が全部必須入力です。	補充の項目全部必須									
supplierCdNotFoundError	error	wms	ja-JP	仕入先CDが取引先マスタに存在しません。	未存在									
supplierCdUnmatchReceiveDataError	error	wms	ja-JP	仕入先CDが入荷データと不一致です。	不一致									
supplierCdUnmatchShippingDataError	error	wms	ja-JP	納品先CDが出荷データと不一致です。	不一致									
supplierFlagNotFoundError	error	wms	ja-JP	取引先区分(仕入先)が存在しません。	未存在									
supplierNmCheckInputMaxError	error	wms	ja-JP	仕入先名称は最大50文字以下を入力して下さい。	最大50文字以下									
supplierNotFoundError	error	wms	ja-JP	仕入先が取引先マスタに存在しません。	未存在									
supplyCustomerCdCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	納品先CD 英数字と-のみ	英数字と-のみ									
supplyCustomerCdCheckInputMaxError	error	wms	ja-JP	納品先CDは最大10文字以下を入力して下さい。	最大10文字以下									
supplyCustomerCdNotFoundError	info	wms	ja-JP	納品先CDが取引先マスタに存在しません。	未存在									
supplyCustomerCdNotInputError	error	wms	ja-JP	納品先CDを入力して下さい。	未入力									
supplyCustomerNmCheckInputMaxError	error	wms	ja-JP	納品先名称は最大50文字以下を入力して下さい。	最大50文字以下									
systemCannotOperationAfterHoursError	error	wms	ja-JP	システム稼動時間外です！操作できません。	操作不可									
systemDtCheckError	error	wms	ja-JP	システム稼働日が不一致です。										
systemDtMismatchConfirm	confirm	wms	ja-JP	ログイン時のシステム管理日付と現在のシステム管理日付が一致しません。[/]画面を更新し、システム管理日付を取得します。	システム日付不一致									
systemDtWarn	warn	wms	ja-JP	日次処理を実行してください。										
tKeepingDaysCannotChangeHKeepingDaysError	error	wms	ja-JP	トランザクション保持期間には履歴保持期間より小さい日数を入力して下さい。	履歴保持期間より小さい日数									
tagTypeDuplicateError	error	wms	ja-JP	データ種別が重複しています。	重複									
tagTypeNotFoundInDeliveryCourseError	error	wms	ja-JP	配送コース([0])の送り状種別が設定されていません。	送り状種別未設定									
tagTypeNotFoundInDeliveryCourseMasterError	error	wms	ja-JP	該当データの配送コースには送り状種別が登録されていません。	送り状種別未登録									
taxBulkCheckInputIntegerLengthError	error	wms	ja-JP	消費税は整数7桁以内を入力して下さい。	整数7桁以内									
taxCheckInputDecimalError	error	wms	ja-JP	消費税は小数3桁以内を入力して下さい。 										
taxCheckInputDecimalMinError	error	wms	ja-JP	消費税は0.001以上を入力してください。										
taxCheckInputMaxError	error	wms	ja-JP	消費税は9999999以下を入力してください。										
taxCheckInputMinError	error	wms	ja-JP	消費税は0以上を入力してください。										
taxCheckNumericOnlyError	error	wms	ja-JP	消費税 数値のみ	数値のみ									
telNoCheckInputMaxError	error	wms	ja-JP	電話番号は最大15文字以下を入力して下さい。	最大15文字以下									
telNoCheckNumericAndHyphenOnlyError	error	wms	ja-JP	電話番号 数字と-のみ	数字と-のみ									
temporaryWarehouseCodeNotFoundInLocationMasterError	error	wms	ja-JP	仮置棚CDはロケーションマスタに存在しません。	未存在									
temporaryWarehouseCodeNotFoundInWarehauseMasterError	error	wms	ja-JP	仮置倉庫CDは倉庫マスタに存在しません。	未存在									
totalPriceBulkCheckInputIntegerLengthError	error	wms	ja-JP	合計金額は整数7桁以内を入力して下さい。	整数7桁以内									
totalPriceCheckInputDecimalError	error	wms	ja-JP	合計金額は小数3桁以内を入力して下さい。 										
totalPriceCheckInputDecimalMinError	error	wms	ja-JP	合計金額は0.001以上を入力してください。										
totalPriceCheckInputMaxError	error	wms	ja-JP	合計金額は9999999以下を入力してください。										
totalPriceCheckInputMinError	error	wms	ja-JP	合計金額は0以上を入力してください。										
totalPriceCheckNumericOnlyError	error	wms	ja-JP	合計金額 数値のみ	数値のみ									
totalTaxBulkCheckInputIntegerLengthError	error	wms	ja-JP	合計消費税は整数7桁以内を入力して下さい。	整数7桁以内									
totalTaxCheckInputDecimalError	error	wms	ja-JP	合計消費税は小数3桁以内を入力して下さい。 										
totalTaxCheckInputDecimalMinError	error	wms	ja-JP	合計消費税は0.001以上を入力してください。										
totalTaxCheckInputMaxError	error	wms	ja-JP	合計消費税は9999999以下を入力してください。										
totalTaxCheckInputMinError	error	wms	ja-JP	合計消費税は0以上を入力してください。										
totalTaxCheckNumericOnlyError	error	wms	ja-JP	合計消費税 数値のみ	数値のみ									
transactionDataFoundError	error	wms	ja-JP	入荷データまたは出荷データで使用されているため処理できません。	入出荷データ存在									
underHTInspectConfirmation	confirm	wms	ja-JP	HT検品中ですが、入荷実績を登録しますか？	検品中確認									
underHTInspectReceiveCancelConfirmation	confirm	wms	ja-JP	HT検品中ですが、入荷取消を行ってもよろしいですか？	検品中取消確認									
unitNumBulkCheckInputIntegerLengthError	error	wms	ja-JP	入数は整数5桁以内を入力して下さい。	整数5桁以内									
unitNumChangedWarn	warn	wms	ja-JP	入数が変更されていますがよろしいですか？										
unitNumCheckInputDecimalError	error	wms	ja-JP	入数に小数は入力できません。	小数不可									
unitNumCheckInputIntegerLengthError	error	wms	ja-JP	入数は整数[0]桁以内を入力して下さい。	整数[0]桁以内									
unitNumCheckNumericOnlyError	error	wms	ja-JP	入数 数値のみ	数値のみ									
unitNumInputRequestMinIsOneError	error	wms	ja-JP	入数は最小1以上を入力して下さい。	最小1以上									
unitNumInputRequestMinIsZeroError	error	wms	ja-JP	入数は最小0以上を入力して下さい。	最小0以上									
unitNumInputRequestOnlyZeroError	error	wms	ja-JP	最小荷姿の入数には、0を入力してください。	0のみ									
unitNumNotInputError	error	wms	ja-JP	入数を入力して下さい。	未入力									
unitPriceBulkCheckInputIntegerLengthError	error	wms	ja-JP	単価は整数7桁以内を入力して下さい。	整数7桁以内									
unitPriceCheckInputDecimalError	error	wms	ja-JP	単価は小数3桁以内を入力して下さい。 										
unitPriceCheckInputDecimalMinError	error	wms	ja-JP	単価は0.001以上を入力してください。										
unitPriceCheckInputMaxError	error	wms	ja-JP	単価は9999999以下を入力してください。										
unitPriceCheckInputMinError	error	wms	ja-JP	単価は0以上を入力してください。										
unitPriceCheckNumericOnlyError	error	wms	ja-JP	単価 数値のみ	数値のみ									
unitProductShapeNotFoundError	error	wms	ja-JP	在庫管理単位の最小荷姿が荷姿グループ明細マスタに存在しません。	未存在									
unmatchStockDataError	error	wms	ja-JP	ロケーション、ロット、在庫区分、預託在庫区分、期限日、仕入先が在庫と不一致です。確認して下さい。	ロケーション、ロット、在庫区分、預託在庫区分、期限日、仕入先が在庫と不一致									
updCdNotFoundError	error	wms	ja-JP	修正コードが存在しません。	未存在									
updTypeNotFoundError	error	wms	ja-JP	更新区分が存在しません。	未存在									
updateProductMoveInstFoundError	error	wms	ja-JP	セット組指示が行われている為、変更できません。	実行不可									
updateProductStockFoundError	error	wms	ja-JP	該当銘柄に在庫データが存在するため変更できません。	実行不可									
userInfoGetError	error	wms	ja-JP	ユーザに紐づく荷主、又は拠点、又は倉庫が取得出来ませんでした。	取得失敗									
userLoginNotFoundError	error	wms	ja-JP	ユーザログインマスタに存在しません。	未存在									
vendorFlgNotFoundError	error	wms	ja-JP	仕入先フラグが存在しません。	未存在									
vendorFlgNotInputError	error	wms	ja-JP	仕入先フラグを入力して下さい。	未入力									
volumeBulkCheckInputIntegerLengthError	error	wms	ja-JP	【在庫最小単位】容積(mm3)は整数10桁以内を入力して下さい。	整数10桁以内									
volumeCheckInputDecimalLengthError	error	wms	ja-JP	【在庫最小単位】容積(mm3) は小数3桁以内を入力して下さい。	小数3桁以内									
volumeCheckInputIntegerLengthError	error	wms	ja-JP	【在庫最小単位】容積(mm) は整数[0]桁以内を入力して下さい。	整数[0]桁以内									
volumeCheckInputMinError	error	wms	ja-JP	【在庫最小単位】容積(mm3) は最小0以上を入力して下さい。	最小0以上									
volumeCheckNumericOnlyError	error	wms	ja-JP	【在庫最小単位】容積(mm3) 数値のみ	数値のみ									
warehouseCdCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	倉庫CD 英数字と-のみ	英数字と-のみ									
warehouseCdCheckInputMaxError	error	wms	ja-JP	倉庫CDは最大[0]文字以下を入力して下さい。	最大[0]文字以下									
warehouseCdNotFoundError	error	wms	ja-JP	指定倉庫CDは倉庫マスタに存在しません。	未存在									
warehouseCdNotInputError	error	wms	ja-JP	倉庫CDを入力して下さい。	未入力									
warehouseCodeCannotDeleteInZoneMasterError	error	wms	ja-JP	ゾーンマスタに登録されている倉庫CDは削除できません。	削除不可									
warehouseCodeDuplicateError	error	wms	ja-JP	倉庫CDが重複しています。	重複									
warehouseNotFoundError	error	wms	ja-JP	倉庫マスタに存在しません。	未存在									
warehouseTitle	info	wms	ja-JP	倉庫										
webApiBinsyuCodeNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。便種コードが未設定です。(出庫作業No.：[0])	便種コード未設定									
webApiCodNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。代引金額が未入力です。(出庫作業No.：[0])	代引金額未入力									
webApiCustomerIdNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。カスタマーIDが未設定です。(出庫作業No.：[0])	カスタマーID未設定									
webApiDaibikiFlgNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。代引フラグが未設定です。(出庫作業No.：[0])	代引フラグ未設定									
webApiDelivAddressNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。届先住所が未入力です。(出庫作業No.：[0])	届先住所未入力									
webApiDelivCustomerNmNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。届先名称が未入力です。(出庫作業No.：[0])	届先名称未入力									
webApiDelivTelNoNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。届先電話番号が未入力です。(出庫作業No.：[0])	届先電話番号未入力									
webApiDelivZipCdNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。届先郵便番号が未入力です。(出庫作業No.：[0])	届先郵便番号未入力									
webApiOkuriCodeNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。送り状コードが未設定です。(出庫作業No.：[0])	送り状コード未設定									
webApiRequestUrlNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。WebAPIリクエストURLが未設定です。(出庫作業No.：[0])	WebAPIリクエストURL未設定									
webApiSlipCustomerCdNotFoundError	error	wms	ja-JP	荷札発行に失敗しました。お客様コードが未設定です。(出庫作業No.：[0])	お客様コード未設定									
widthBulkCheckInputIntegerLengthError	error	wms	ja-JP	【在庫最小単位】横(mm)は整数10桁以内を入力して下さい。	整数10桁以内									
widthCheckInputDecimalLengthError	error	wms	ja-JP	【在庫最小単位】横(mm)は小数3桁以内を入力して下さい。	小数3桁以内									
widthCheckInputIntegerLengthError	error	wms	ja-JP	【在庫最小単位】横(mm) は整数[0]桁以内を入力して下さい。	整数[0]桁以内									
widthCheckInputMinError	error	wms	ja-JP	【在庫最小単位】横(mm)は最小0以上を入力して下さい。	最小0以上									
widthCheckNumericOnlyError	error	wms	ja-JP	【在庫最小単位】横(mm)数値のみ	数値のみ									
widthInputDecimalLengthError	error	wms	ja-JP	横(mm)は小数3桁以内を入力して下さい。	小数3桁以内									
widthInputIntegerLengthError	error	wms	ja-JP	横(mm)は整数[0]桁以内を入力して下さい。	整数[0]桁以内									
widthInputRequestMinIsZeroError	error	wms	ja-JP	横(mm)は最小0以上を入力して下さい。	最小0以上									
wmsBaseError	error	wms	ja-JP	WMS基盤エラー	基盤エラー									
workDateCannotChangeBeforeShioDateError	error	wms	ja-JP	作業日は出荷日より後の日付に変更できません。	出荷日より後の日付変更不可									
workDayShippingDayChangeStartError	error	wms	ja-JP	出荷確定またはキャンセル済の出荷指示に対して、作業日／出荷日を変更することはできません。	出荷確定またはキャンセル済									
workDtDateError	error	wms	ja-JP	作業日が日付不正(形式:yyyy/MM/dd)	日付不正(形式:yyyy/MM/dd)									
workDtNotInputError	error	wms	ja-JP	作業日を入力して下さい。	未入力									
workMessageInsertStartError	error	wms	ja-JP	出荷確定またはキャンセル済の出荷指示に対して、作業メッセージを登録することはできません。	登録									
workOrderCancelConfirmation	confirm	wms	ja-JP	出庫作業No.単位で指示を解除しますが宜しいですか？	登録確認									
workingPackingError	error	wms	ja-JP	作業中の出庫指示に対して、梱包明細を修正することはできません。	修正									
ymtCarrierZipInputProgramNameInputWorkInformation	info	wms	ja-JP	ヤマト着店マスタ取込（ワーク取込）	プログラム名称情報									
ymtCarrierZipInputProgramNameRegisterInformation	info	wms	ja-JP	ヤマト着店マスタ取込（データ移行）	プログラム名称情報									
zipAddress1BulkInputCheckInputMaxError	error	wms	ja-JP	都道府県名は最大38文字以下を入力して下さい。	最大38文字以下									
zipAddress1CheckFullWidthOnlyError	error	wms	ja-JP	都道府県名 全角文字のみ	全角文字のみ									
zipAddress1CheckInputMaxError	error	wms	ja-JP	都道府県名は最大[0]文字以下を入力して下さい。	最大[0]文字以下									
